,index,name,online_order,book_table,rating,votes,location,rest_type,approx_cost,type
23903,26190,Delite Chaat House,Yes,No,4,454,Indiranagar,Quick Bites,300.00,Delivery
23904,26191,FoodIshq,Yes,No,4,175,Kaggadasapura,Delivery,450.00,Delivery
23905,26192,Corner House Ice Cream,Yes,No,4.7,2172,Indiranagar,Dessert Parlor,400.00,Delivery
23906,26193,Mojo Pizza - 2X Toppings,Yes,No,4.2,227,Old Airport Road,"Takeaway, Delivery",600.00,Delivery
23907,26194,Zaitoon,Yes,Yes,4.3,2032,Old Airport Road,Casual Dining,1000.00,Delivery
23908,26195,Leon Grill,Yes,No,4.2,1344,Jeevan Bhima Nagar,Quick Bites,500.00,Delivery
23909,26196,Kunda Biryani,Yes,No,3.8,198,CV Raman Nagar,Casual Dining,800.00,Delivery
23910,26197,Rajdhani Thali Restaurant,Yes,Yes,4,1137,Indiranagar,Casual Dining,1000.00,Delivery
23911,26198,Motis Kitchen,Yes,No,4.1,563,Thippasandra,Quick Bites,350.00,Delivery
23912,26199,Meghana Foods,Yes,Yes,4.2,1774,Indiranagar,Casual Dining,800.00,Delivery
23913,26200,Paradise,Yes,No,4,3268,Indiranagar,Casual Dining,800.00,Delivery
23914,26201,Maravanthe,Yes,Yes,4.4,711,Indiranagar,Casual Dining,1000.00,Delivery
23915,26202,VSV Chettinad,Yes,No,3.3,73,Kaggadasapura,Casual Dining,600.00,Delivery
23916,26203,New Punjabi Hotel,Yes,No,3.2,393,Old Airport Road,Quick Bites,400.00,Delivery
23917,26204,Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9,37,Old Airport Road,Quick Bites,400.00,Delivery
23918,26205,Hongkong Garden,Yes,No,3.9,310,Kaggadasapura,Casual Dining,500.00,Delivery
23919,26206,Dindigul Thalappakatti,Yes,No,4.2,326,Indiranagar,Casual Dining,800.00,Delivery
23920,26207,KFC,Yes,No,3.9,332,Old Airport Road,Quick Bites,400.00,Delivery
23921,26208,Potful,Yes,No,4.1,1135,Domlur,Delivery,650.00,Delivery
23922,26209,The Good Bowl,Yes,No,3.7,15,Indiranagar,"Takeaway, Delivery",500.00,Delivery
23923,26210,Beijing Bites,Yes,No,3.2,292,Jeevan Bhima Nagar,Casual Dining,850.00,Delivery
23924,26211,Hyderabad Biryaani House,Yes,No,3.9,1626,Old Airport Road,Casual Dining,700.00,Delivery
23925,26212,Kya Khaoge,Yes,No,3.8,69,Old Airport Road,Delivery,300.00,Delivery
23926,26213,Andal Mess,Yes,No,3.2,136,Indiranagar,Mess,300.00,Delivery
23927,26214,Bathinda Dine,Yes,No,4.1,760,Indiranagar,Casual Dining,950.00,Delivery
23928,26215,B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,510,Koramangala 1st Block,Delivery,500.00,Delivery
23929,26216,Donne Biriyani Mane,Yes,No,3.8,149,Indiranagar,Quick Bites,350.00,Delivery
23930,26217,Bhookha Sher,Yes,No,3.2,34,Old Airport Road,Quick Bites,350.00,Delivery
23931,26218,Ambur Hot Dum Biryani,Yes,No,3.1,47,Old Airport Road,Quick Bites,200.00,Delivery
23932,26219,Green Pepper,Yes,No,3.9,262,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
23933,26220,Punjabi's Food Corner,Yes,No,3.6,89,CV Raman Nagar,Quick Bites,250.00,Delivery
23934,26221,Hungree Belly,Yes,Yes,3.9,633,Kaggadasapura,Casual Dining,800.00,Delivery
23935,26222,Aathurar,Yes,No,3.3,584,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
23936,26223,Moonlight Kitchens,Yes,No,3.9,128,Old Airport Road,Delivery,400.00,Delivery
23937,26225,Pot Biryani,Yes,No,3.9,466,Domlur,Casual Dining,600.00,Delivery
23938,26226,Asha Sweets Center,Yes,No,4.1,61,Indiranagar,Takeaway,200.00,Delivery
23939,26227,Plantain Leaf,Yes,No,3.9,531,Thippasandra,Casual Dining,600.00,Delivery
23940,26229,Savoury Express,Yes,No,3.6,32,Jeevan Bhima Nagar,Casual Dining,800.00,Delivery
23941,26230,Sri Udupi Park,Yes,No,3.7,448,Old Airport Road,Casual Dining,300.00,Delivery
23942,26231,Cheesy Juicy Burgers,Yes,No,3.8,85,Indiranagar,Quick Bites,300.00,Delivery
23943,26232,S P Dum Biryani,Yes,No,3.3,77,Jeevan Bhima Nagar,Delivery,400.00,Delivery
23944,26233,Namma Madurai,Yes,No,3,179,Kaggadasapura,Quick Bites,200.00,Delivery
23945,26234,The Chocolate Heaven,Yes,No,3.8,139,Old Airport Road,"Dessert Parlor, Cafe",700.00,Delivery
23946,26235,Vietnamese Kitchen,Yes,Yes,4.1,536,Indiranagar,Casual Dining,800.00,Delivery
23947,26236,Sri Udupi Deluxe,No,No,3.5,11,Marathahalli,Quick Bites,400.00,Delivery
23948,26237,Swaadpurna,Yes,No,3.6,51,Jeevan Bhima Nagar,Casual Dining,450.00,Delivery
23949,26238,Brownie Heaven,Yes,No,4.3,132,Indiranagar,Dessert Parlor,300.00,Delivery
23950,26239,Five Star Chicken,Yes,No,3.7,69,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
23951,26240,Food Lover,Yes,No,3.7,35,Indiranagar,Quick Bites,400.00,Delivery
23952,26241,Rannaghar,Yes,No,3.9,144,Jeevan Bhima Nagar,Casual Dining,600.00,Delivery
23953,26242,Pizza Joint Food Junction,Yes,No,3.1,8,Indiranagar,Quick Bites,350.00,Delivery
23954,26243,Night Food Delivery,Yes,No,2.9,24,Indiranagar,Delivery,500.00,Delivery
23955,26244,Pizza Hut,Yes,No,3.7,835,Indiranagar,Casual Dining,750.00,Delivery
23956,26245,Cream Stone,Yes,No,4.2,743,Indiranagar,Dessert Parlor,300.00,Delivery
23957,26246,PurpleBasil.in,Yes,No,4.4,460,Indiranagar,Delivery,500.00,Delivery
23958,26247,The Biryanis,Yes,No,3.8,427,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
23959,26248,Kokomo,Yes,No,4,196,Koramangala 6th Block,Delivery,500.00,Delivery
23960,26249,The Fatty Bao - Asian Gastro Bar,Yes,No,4.6,3818,Indiranagar,"Casual Dining, Bar",1200.00,Delivery
23961,26250,Coast,Yes,No,3.2,68,Jeevan Bhima Nagar,Casual Dining,750.00,Delivery
23962,26251,PreRit's Food Factory,Yes,No,3.7,74,Indiranagar,Delivery,300.00,Delivery
23963,26252,UBQ by Barbeque Nation,Yes,No,3.6,17,Indiranagar,Delivery,450.00,Delivery
23964,26253,Thai Chy,Yes,Yes,4.3,451,Indiranagar,Casual Dining,1200.00,Delivery
23965,26255,Bombay Sandwich Company,Yes,No,3,40,Indiranagar,Delivery,400.00,Delivery
23966,26256,Momo Rice Noodles,Yes,No,3.2,87,Domlur,Quick Bites,600.00,Delivery
23967,26258,Indiana Burgers,Yes,No,3.2,50,Domlur,Delivery,300.00,Delivery
23968,26259,Seafood Place,Yes,No,4.1,298,Indiranagar,Casual Dining,800.00,Delivery
23969,26260,Lepcha Foods & Refreshment,Yes,No,3.4,23,Thippasandra,"Takeaway, Delivery",350.00,Delivery
23970,26263,Biryani Trip,Yes,No,4,64,Indiranagar,Delivery,400.00,Delivery
23971,26264,Srinidhi Sagar,Yes,No,3.9,164,Old Airport Road,Quick Bites,250.00,Delivery
23972,26267,Healthie,Yes,No,3.9,194,Indiranagar,Delivery,600.00,Delivery
23973,26268,Samosa Singh,Yes,No,3.7,47,Thippasandra,Delivery,150.00,Delivery
23974,26269,Andhra Ruchulu,Yes,No,4,51,Old Airport Road,Quick Bites,400.00,Delivery
23975,26271,Mota Bawarchi,Yes,No,3.8,57,Indiranagar,"Takeaway, Delivery",500.00,Delivery
23976,26272,Lassi Shop,Yes,No,4,215,Jeevan Bhima Nagar,Beverage Shop,100.00,Delivery
23977,26273,Bharanis,No,No,3.5,18,Domlur,Casual Dining,600.00,Delivery
23978,26274,Suryawanshi,Yes,No,4.1,453,Indiranagar,Casual Dining,700.00,Delivery
23979,26275,Delicacy,Yes,No,3.9,652,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
23980,26276,The Waffles Hut,Yes,No,4,42,Indiranagar,Dessert Parlor,400.00,Delivery
23981,26277,Subway,Yes,No,3.6,108,CV Raman Nagar,Quick Bites,500.00,Delivery
23982,26278,Just Khao Suey,Yes,No,4,183,Indiranagar,Casual Dining,600.00,Delivery
23983,26279,Mainland China,Yes,Yes,4.4,1554,Indiranagar,Casual Dining,1700.00,Delivery
23984,26280,Faasos,Yes,No,4.1,112,Thippasandra,Quick Bites,500.00,Delivery
23985,26281,Woodfire Pizza,Yes,No,3.3,32,Thippasandra,Delivery,400.00,Delivery
23986,26282,Anand Sweets and Savouries,Yes,No,4,262,Old Airport Road,Sweet Shop,400.00,Delivery
23987,26283,Annabell,Yes,No,4,269,Indiranagar,"Quick Bites, Beverage Shop",800.00,Delivery
23988,26284,Salt Mango Tree,Yes,Yes,4.2,255,Indiranagar,Casual Dining,800.00,Delivery
23989,26286,Pizza Stop,Yes,No,3.2,166,Domlur,Quick Bites,600.00,Delivery
23990,26287,Desi Chinese kitchen,Yes,No,4,27,Indiranagar,Casual Dining,700.00,Delivery
23991,26288,Keventers,Yes,No,4,571,Indiranagar,"Beverage Shop, Dessert Parlor",400.00,Delivery
23992,26289,Mani's Dum Biryani,Yes,No,4,690,Jeevan Bhima Nagar,Casual Dining,750.00,Delivery
23993,26290,Cup Chronicles Cafe,Yes,Yes,3.9,58,Indiranagar,Quick Bites,450.00,Delivery
23994,26291,Keto Kitchen,Yes,No,3.1,22,Indiranagar,"Takeaway, Delivery",500.00,Delivery
23995,26292,Crunch Pizzas - Express Delivery,Yes,No,3,239,Indiranagar,Delivery,500.00,Delivery
23996,26293,Assi Tussi Lassi,Yes,No,3.7,27,Ejipura,Beverage Shop,200.00,Delivery
23997,26294,Tango Bango,Yes,No,3.5,124,Jeevan Bhima Nagar,"Takeaway, Delivery",500.00,Delivery
23998,26296,Snacks Joint,Yes,No,3.7,186,Jeevan Bhima Nagar,Quick Bites,150.00,Delivery
23999,26297,AutoExpress - Hot Dogs,Yes,No,3.7,19,Indiranagar,"Takeaway, Delivery",300.00,Delivery
24000,26298,Le Casse Crote,Yes,No,4.4,593,Thippasandra,Quick Bites,800.00,Delivery
24001,26300,Little Kolkata,Yes,No,3.9,96,Ejipura,Quick Bites,500.00,Delivery
24002,26302,Cita Pani,Yes,Yes,3.8,55,Indiranagar,Quick Bites,350.00,Delivery
24003,26304,Sweet Truth,Yes,No,3.9,29,Thippasandra,Bakery,500.00,Delivery
24004,26305,Roll Er Dokaan,Yes,No,3.9,139,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
24005,26306,Taste of Assam,Yes,No,3.3,26,Koramangala 4th Block,Quick Bites,400.00,Delivery
24006,26307,Wow Paratha,Yes,No,3.9,38,Jeevan Bhima Nagar,Delivery,400.00,Delivery
24007,26308,Stoner,Yes,No,4.4,2699,Indiranagar,Dessert Parlor,550.00,Delivery
24008,26309,No More Hungry,Yes,No,3.3,214,Jeevan Bhima Nagar,"Takeaway, Delivery",450.00,Delivery
24009,26310,Dhyaana,Yes,No,4.3,156,Indiranagar,Cafe,600.00,Delivery
24010,26311,Frozen Bottle,Yes,No,4.1,174,Indiranagar,Beverage Shop,400.00,Delivery
24011,26312,Roll Over,Yes,No,4.2,217,Indiranagar,Dessert Parlor,500.00,Delivery
24012,26313,Cafe Grill,Yes,No,4.1,505,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
24013,26314,North Indies,Yes,No,3.8,27,Kaggadasapura,Quick Bites,450.00,Delivery
24014,26315,Just Eat,Yes,No,3.4,18,Indiranagar,Quick Bites,500.00,Delivery
24015,26320,Ovenstory Pizza,Yes,No,4,108,Old Airport Road,Delivery,800.00,Delivery
24016,26321,Gobble Up Churros Cafe,Yes,No,4.3,379,Indiranagar,Dessert Parlor,400.00,Delivery
24017,26322,Treat,Yes,No,3.9,553,Indiranagar,Casual Dining,800.00,Delivery
24018,26324,The Cake Mart,Yes,No,3.7,22,Old Airport Road,Bakery,600.00,Delivery
24019,26325,Paratha Corner,Yes,No,3.2,23,CV Raman Nagar,Quick Bites,150.00,Delivery
24020,26326,Bob's Restaurant,Yes,No,4,331,Jeevan Bhima Nagar,Quick Bites,500.00,Delivery
24021,26327,Hotel Karavali,Yes,No,3.7,264,Jeevan Bhima Nagar,Quick Bites,450.00,Delivery
24022,26328,Imli,Yes,No,3.8,1850,Indiranagar,Casual Dining,800.00,Delivery
24023,26329,Sabari Juice Junction,Yes,No,4.1,132,Jeevan Bhima Nagar,Beverage Shop,250.00,Delivery
24024,26331,One Chu Restaurant,Yes,No,3.9,327,Old Airport Road,Casual Dining,600.00,Delivery
24025,26332,Clean Bowled,Yes,No,3.4,6,Indiranagar,"Takeaway, Delivery",300.00,Delivery
24026,26333,Grill Hut,Yes,No,3.6,84,Kaggadasapura,Quick Bites,350.00,Delivery
24027,26334,Malabar,Yes,No,3,162,Jeevan Bhima Nagar,Quick Bites,400.00,Delivery
24028,26335,Mood For Food,Yes,No,4,151,Jeevan Bhima Nagar,Casual Dining,800.00,Delivery
24029,26336,Yomama!!,No,No,4,341,Indiranagar,Quick Bites,800.00,Delivery
24030,26337,New Tandoor,Yes,No,3.5,293,CV Raman Nagar,Casual Dining,550.00,Delivery
24031,26338,Taza Tawa,Yes,No,3.8,170,Jeevan Bhima Nagar,Quick Bites,550.00,Delivery
24032,26339,Vimmi's Cafe,Yes,No,2.7,30,Indiranagar,"Takeaway, Delivery",500.00,Delivery
24033,26340,Manju's Kitchen,Yes,No,3.3,14,Indiranagar,Quick Bites,300.00,Delivery
24034,26341,Biggies Burger 'n' More,Yes,No,4.3,195,Indiranagar,Cafe,400.00,Delivery
24035,26342,Raat Ki Rani,Yes,No,4.3,267,Jeevan Bhima Nagar,Delivery,400.00,Delivery
24036,26343,Nizaam's Kaati Rolls & Kebabs,Yes,No,3.7,112,Jeevan Bhima Nagar,Quick Bites,450.00,Delivery
24037,26345,Ibaco,Yes,No,4,292,Indiranagar,Dessert Parlor,300.00,Delivery
24038,26347,Mother's Meal,Yes,No,3.8,134,CV Raman Nagar,Quick Bites,200.00,Delivery
24039,26348,Just Kulfi,Yes,No,3.5,8,Jeevan Bhima Nagar,Dessert Parlor,400.00,Delivery
24040,26349,The Yogisthaan Cafe,Yes,No,4.2,1216,Indiranagar,Cafe,600.00,Delivery
24041,26350,Peace Restaurant,Yes,No,2.7,125,Indiranagar,Quick Bites,500.00,Delivery
24042,26351,SGS Non Veg - Gundu Pulav,Yes,No,3.1,68,Marathahalli,Quick Bites,400.00,Delivery
24043,26353,The Twisted Desi,Yes,Yes,0,0,Indiranagar,Casual Dining,1000.00,Delivery
24044,26354,Ambur Star Briyani,Yes,No,3.8,26,Indiranagar,Casual Dining,500.00,Delivery
24045,26355,Inhouse Burger,Yes,No,3.3,11,CV Raman Nagar,Quick Bites,500.00,Delivery
24046,26356,GMT - Gelateria Montecatini Terme,Yes,No,4.4,282,Indiranagar,Dessert Parlor,300.00,Delivery
24047,26357,Oye Amritsar,Yes,Yes,3.9,1488,Indiranagar,Casual Dining,600.00,Delivery
24048,26358,Srinathji's,Yes,Yes,3.6,598,Indiranagar,Casual Dining,800.00,Delivery
24049,26359,Le Gateau - The Cake Shop,Yes,No,4.4,542,Old Airport Road,Delivery,600.00,Delivery
24050,26360,Crispy Fried Chicken,Yes,No,3.3,11,Old Airport Road,Quick Bites,150.00,Delivery
24051,26361,Gooey & Fluffy,Yes,No,3.9,90,Thippasandra,Delivery,200.00,Delivery
24052,26362,Domino's Pizza,Yes,No,3,7,CV Raman Nagar,Quick Bites,400.00,Delivery
24053,26363,Tayabbs,Yes,No,4,739,Indiranagar,Quick Bites,500.00,Delivery
24054,26364,Bites 2 Binge,Yes,No,3.7,19,Indiranagar,Casual Dining,750.00,Delivery
24055,26365,Kalavara,No,No,3.4,14,CV Raman Nagar,Quick Bites,150.00,Delivery
24056,26366,Rotti Mane,Yes,No,3.6,18,Thippasandra,Quick Bites,200.00,Delivery
24057,26367,Hotel Devanand Kerala Restaurant,Yes,No,3.4,94,CV Raman Nagar,Quick Bites,300.00,Delivery
24058,26368,A2B - Adyar Ananda Bhavan,Yes,No,3,570,Indiranagar,Casual Dining,400.00,Delivery
24059,26369,Sethji Home Made Food,Yes,No,3.5,229,Indiranagar,Quick Bites,350.00,Delivery
24060,26371,Rahhams,Yes,No,2.8,420,Old Airport Road,Casual Dining,700.00,Delivery
24061,26372,The Ganache Factory,Yes,No,4.1,42,Domlur,"Dessert Parlor, Bakery",400.00,Delivery
24062,26373,Bat Chef,Yes,No,2.6,27,Indiranagar,Quick Bites,500.00,Delivery
24063,26374,Kolkata Rolls & Hot Dum Biriyani On Dial,Yes,No,3.5,22,Indiranagar,Quick Bites,200.00,Delivery
24064,26375,Biriyani Zone,Yes,No,3.7,22,CV Raman Nagar,Casual Dining,800.00,Delivery
24065,26376,The Spicy Kitchen,Yes,No,3.1,17,Thippasandra,Quick Bites,300.00,Delivery
24066,26377,Kitchen of Joy,Yes,No,4.2,580,Indiranagar,Quick Bites,400.00,Delivery
24067,26378,Supreme Biryani,Yes,No,3.4,12,East Bangalore,Delivery,500.00,Delivery
24068,26379,Bekal,Yes,No,4,282,Jeevan Bhima Nagar,Casual Dining,700.00,Delivery
24069,26380,Singh Saab,Yes,No,3.7,244,Indiranagar,Casual Dining,800.00,Delivery
24070,26381,Shaap,Yes,No,4,241,Indiranagar,Casual Dining,500.00,Delivery
24071,26382,Nutty Squirrel,Yes,No,3.6,12,Thippasandra,"Takeaway, Delivery",300.00,Delivery
24072,26383,Peacock,Yes,Yes,4,861,Indiranagar,Casual Dining,1200.00,Delivery
24073,26384,Snack'Ups,Yes,No,3.5,62,Thippasandra,Quick Bites,250.00,Delivery
24074,26385,Fruit Face,Yes,No,3.7,24,Indiranagar,"Quick Bites, Beverage Shop",300.00,Delivery
24075,26386,Laddoos,Yes,No,2.9,228,Jeevan Bhima Nagar,"Quick Bites, Dessert Parlor",250.00,Delivery
24076,26387,Cake Palace,Yes,No,3.4,12,Indiranagar,Dessert Parlor,100.00,Delivery
24077,26388,McDonald's,Yes,No,3,167,Old Airport Road,Quick Bites,500.00,Delivery
24078,26389,Kulcha Kulture,Yes,No,3.5,14,Indiranagar,Delivery,400.00,Delivery
24079,26390,Kanti Sweets,Yes,No,4,125,Indiranagar,"Dessert Parlor, Quick Bites",400.00,Delivery
24080,26391,Burger Bite House,Yes,No,3.1,4,Old Airport Road,Quick Bites,500.00,Delivery
24081,26392,Swaad,Yes,No,3.2,30,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
24082,26394,Wangs Kitchen,Yes,No,2.5,56,Indiranagar,"Takeaway, Delivery",700.00,Delivery
24083,26395,Copper Chimney,Yes,Yes,4.2,97,Indiranagar,Casual Dining,1200.00,Delivery
24084,26396,S.W.A.T Food Truck,Yes,No,3.7,217,East Bangalore,Food Truck,450.00,Delivery
24085,26397,Juicy,Yes,No,3.8,80,Old Airport Road,Beverage Shop,200.00,Delivery
24086,26398,Shake It Off,Yes,No,4.2,164,Indiranagar,Quick Bites,600.00,Delivery
24087,26399,Mad Over Biryani,Yes,No,3.5,10,Indiranagar,Quick Bites,600.00,Delivery
24088,26400,Baskin Robbins,Yes,No,3.7,47,Old Airport Road,Dessert Parlor,250.00,Delivery
24089,26401,Premium Bombay Kulfi,Yes,No,3.5,11,Indiranagar,Kiosk,100.00,Delivery
24090,26402,Kaayal,Yes,No,3.2,254,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
24091,26403,Kisna Cafe,Yes,No,3.6,12,Old Airport Road,Quick Bites,300.00,Delivery
24092,26404,Kartik's Mithai Shoppe,Yes,No,4.1,112,Indiranagar,"Quick Bites, Sweet Shop",150.00,Delivery
24093,26405,Spicy Corner,Yes,No,3.9,190,Jeevan Bhima Nagar,Quick Bites,250.00,Delivery
24094,26406,Spices,Yes,No,3.2,6,CV Raman Nagar,Quick Bites,450.00,Delivery
24095,26407,Johny's Kitchen,Yes,No,4.1,60,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
24096,26408,Cake Dilim,Yes,No,3.3,8,Kaggadasapura,"Bakery, Quick Bites",400.00,Delivery
24097,26409,Infinitea Tea Room & Tea Store,Yes,Yes,4.3,771,Indiranagar,"Casual Dining, Cafe",1000.00,Delivery
24098,26410,Meat and eat,Yes,No,3.2,14,Kaggadasapura,Quick Bites,500.00,Delivery
24099,26411,North Indian Tadka,No,No,3,6,Ejipura,Quick Bites,200.00,Delivery
24100,26412,Green G Juice Bar,Yes,No,3.5,39,Indiranagar,Beverage Shop,200.00,Delivery
24101,26413,Cafe Soy,Yes,No,3.8,48,Indiranagar,"Takeaway, Delivery",250.00,Delivery
24102,26414,Donne Biriyani Mane,Yes,No,3.8,162,Jeevan Bhima Nagar,Quick Bites,400.00,Delivery
24103,26415,Brea,Yes,No,3.4,34,Jeevan Bhima Nagar,Bakery,300.00,Delivery
24104,26416,Cafe Terra,Yes,No,4.2,402,Indiranagar,Cafe,500.00,Delivery
24105,26417,Desi Bytes,Yes,No,3.1,96,Old Airport Road,Quick Bites,450.00,Delivery
24106,26418,Drunken Monkey,Yes,No,3.9,210,Indiranagar,"Beverage Shop, Quick Bites",500.00,Delivery
24107,26419,Sai Donne Biryani,Yes,No,3.3,9,Indiranagar,Quick Bites,300.00,Delivery
24108,26420,Dashabhuja Kitchen & Catering,Yes,No,3,12,Thippasandra,"Takeaway, Delivery",400.00,Delivery
24109,26421,20 Char - Sterlings MAC Hotel,No,Yes,4,427,Old Airport Road,"Casual Dining, Bar",1400.00,Delivery
24110,26422,Kadamba Foodline,No,No,3.7,33,Ulsoor,Quick Bites,400.00,Delivery
24111,26423,Big Mummy,Yes,No,4,223,Indiranagar,Quick Bites,400.00,Delivery
24112,26424,Rajan's Cafe,No,No,2.8,79,Domlur,Quick Bites,300.00,Delivery
24113,26426,DVG Benne Dosa,Yes,No,4.1,29,Domlur,Quick Bites,150.00,Delivery
24114,26427,Chetty's Coffee,Yes,No,3.9,45,Indiranagar,Quick Bites,150.00,Delivery
24115,26428,Nizam's Biryani House,Yes,No,0,0,Old Airport Road,Casual Dining,700.00,Delivery
24116,26429,The Table,Yes,No,3.8,42,Indiranagar,Bakery,400.00,Delivery
24117,26431,Suchithra Biryani House,No,No,3.7,287,Old Airport Road,Casual Dining,450.00,Delivery
24118,26432,Hotel Salala,No,No,3.8,73,Old Airport Road,Quick Bites,400.00,Delivery
24119,26433,iSpice Resto Cafe,Yes,No,3.7,32,Indiranagar,Quick Bites,500.00,Delivery
24120,26434,Saka Eatery Outlet,Yes,No,3.7,42,Indiranagar,Quick Bites,150.00,Delivery
24121,26435,CakeBerries,No,No,3.7,15,Old Airport Road,Bakery,200.00,Delivery
24122,26436,The Kitchen Bandit,Yes,No,3.2,44,Koramangala 2nd Block,Delivery,350.00,Delivery
24123,26437,Viceroy's Sarathi,Yes,No,3.8,139,Indiranagar,"Casual Dining, Bar",750.00,Delivery
24124,26438,Chef Fast Food,Yes,No,3.2,27,Old Airport Road,Quick Bites,300.00,Delivery
24125,26439,Chaai Resto,No,No,0,0,Jeevan Bhima Nagar,"Cafe, Quick Bites",200.00,Delivery
24126,26440,Book My Cakes,Yes,No,3.3,4,Old Airport Road,Bakery,300.00,Delivery
24127,26441,Punjab Bistro,Yes,No,3.7,16,CV Raman Nagar,Food Court,300.00,Delivery
24128,26442,Amar Kolkata,Yes,No,3.2,6,Old Airport Road,Quick Bites,300.00,Delivery
24129,26443,Little Orissa Restaurant,Yes,No,3.9,350,Indiranagar,Casual Dining,450.00,Delivery
24130,26444,Breakstation,No,No,0,0,Old Airport Road,Quick Bites,200.00,Delivery
24131,26445,Bangalore Durbar Fast Food,Yes,No,3.6,21,Thippasandra,"Takeaway, Delivery",600.00,Delivery
24132,26446,Ramji Chaiwale,Yes,No,3.9,124,Old Airport Road,Quick Bites,250.00,Delivery
24133,26447,Waah Chef,No,No,3.3,4,CV Raman Nagar,Food Court,300.00,Delivery
24134,26448,Nature's Restaurant,No,No,3.3,4,Domlur,Quick Bites,300.00,Delivery
24135,26449,Chatora Singh,Yes,No,3.9,44,Old Airport Road,Quick Bites,200.00,Delivery
24136,26450,Bun Maska Chai,Yes,No,3.9,122,Jeevan Bhima Nagar,Quick Bites,250.00,Delivery
24137,26451,Sweet Chariot,Yes,No,3.5,25,Jeevan Bhima Nagar,Dessert Parlor,500.00,Delivery
24138,26452,Fresh Bowl,No,No,3.3,4,Old Airport Road,Quick Bites,400.00,Delivery
24139,26453,Hotel Hyperdine,Yes,No,2.5,66,Indiranagar,Quick Bites,350.00,Delivery
24140,26454,Loyal Food,Yes,No,3.2,17,Indiranagar,Quick Bites,500.00,Delivery
24141,26455,Oyster Bay,No,No,3.2,5,Old Airport Road,Casual Dining,550.00,Delivery
24142,26456,Ginseng - Royal Orchid Hotel,No,Yes,3.9,172,Old Airport Road,Fine Dining,1900.00,Delivery
24143,26457,Tuffreys,Yes,No,3.6,25,CV Raman Nagar,Dessert Parlor,250.00,Delivery
24144,26458,Eddy's Cafe,Yes,No,4.1,142,Indiranagar,Cafe,750.00,Delivery
24145,26459,New Royal Paris Restaurant,No,No,3.4,14,Old Airport Road,Quick Bites,300.00,Delivery
24146,26460,Java,No,No,3.7,39,Old Airport Road,Casual Dining,700.00,Delivery
24147,26461,Simhapuri Mess,No,No,3.8,39,Old Airport Road,Mess,300.00,Delivery
24148,26462,Momo Corner,No,No,3.8,22,Old Airport Road,Kiosk,150.00,Delivery
24149,26463,Nandini Andhra Style Mess,No,No,3.4,28,Old Airport Road,Quick Bites,350.00,Delivery
24150,26464,Palki Restaurant,No,No,2.8,93,Old Airport Road,Casual Dining,500.00,Delivery
24151,26465,Raaga,Yes,Yes,3.8,300,Indiranagar,Casual Dining,1200.00,Delivery
24152,26466,Suvaai Restaurant,Yes,No,3.3,11,Indiranagar,Quick Bites,100.00,Delivery
24153,26467,Shree Durga,No,No,3.2,7,Old Airport Road,Quick Bites,500.00,Delivery
24154,26468,24 Hours Cake Delivery,No,No,3.3,4,Old Airport Road,Delivery,700.00,Delivery
24155,26469,Nandanavanam,No,No,3.3,6,Old Airport Road,Quick Bites,300.00,Delivery
24156,26470,Juicemaker,No,No,3.4,32,Old Airport Road,"Takeaway, Delivery",400.00,Delivery
24157,26471,Samosa Party,Yes,No,4.1,374,Jeevan Bhima Nagar,Quick Bites,150.00,Delivery
24158,26472,BabaYaga's,No,Yes,4,242,Indiranagar,"Bar, Casual Dining",1500.00,Delivery
24159,26473,L'inoui - The Leela Palace,No,No,3.5,9,Old Airport Road,Dessert Parlor,400.00,Delivery
24160,26474,Hello Resto-Pub,Yes,Yes,4.1,348,Old Airport Road,"Casual Dining, Pub",900.00,Delivery
24161,26475,Mac Fast Food,No,No,2.7,50,Old Airport Road,Quick Bites,400.00,Delivery
24162,26476,Bake a Smile,No,No,3.4,9,Old Airport Road,"Takeaway, Delivery",400.00,Delivery
24163,26477,NH8,Yes,Yes,4.1,2099,Indiranagar,Casual Dining,800.00,Delivery
24164,26478,Chungs Pavilion,Yes,No,3.9,249,Indiranagar,Casual Dining,700.00,Delivery
24165,26479,Venus Bake Point,Yes,No,3.5,6,Old Airport Road,Bakery,500.00,Delivery
24166,26480,Raenss Cafe,Yes,No,2.4,128,Indiranagar,Cafe,600.00,Delivery
24167,26481,Momscurry,Yes,No,2.7,19,East Bangalore,Delivery,300.00,Delivery
24168,26482,FTB Restaurant,Yes,No,3.6,19,Thippasandra,"Takeaway, Delivery",500.00,Delivery
24169,26483,The Teal Door Cafe,Yes,No,4.2,1920,Indiranagar,Cafe,800.00,Delivery
